reviewId,content,score,at,thumbsUpCount
d4f5f8e8-737b-499e-b57b-e0f27f1e04b0,"The Pixel 10 series phones are not supported by this game. I am a max level player on PC and I have tried many times to play the game on mobile, but it's been a long time and still has not been fixed. There have been no promises to fix it in the future.",1,2025-10-25 14:45:19,2
6d5cb2fd-d61b-4c22-bbf2-13c9518c3f2a,It takes too long Don't install it,1,2025-10-25 14:33:37,1
093c98cd-4976-4ef9-976d-4c2680df4ab1,"Good game, but glitchy. Also please make the story better like Genshin's Nod Krai or CRK's new beast yeast episodes.",3,2025-10-25 08:00:02,0
9cb01444-4e57-470b-9161-3a949e2b8733,i love dressing up here but i'm so tired. infold wont listened to their players:),1,2025-10-24 16:46:00,2
3c510ac4-0410-4411-80cd-a3cc57b066a7,i cant update it,1,2025-10-24 14:50:58,1
28ea984d-6a9a-4717-bf68-1929793bb77e,I love this game it's super cute and fun 😊,5,2025-10-23 23:19:14,0
4ac057e7-ff62-433b-b6d9-e87587a0c307,1st of all why cant i play the game it takes soo long and then some thing pops out saying i hava to clear my account is been weeks now and it still says it pls fixs it,1,2025-10-23 19:36:28,0
8c6eb6e5-9524-40de-be3a-b0922a6d934f,"Not just a pretty UE5 engine showcase, this game is packed with things to do: exploration, quests, collectibles, skill trees, combat, the whole nine yards basically. Playing as a stylist is such an interesting concept and the outfits don't disappoint especially with their physically based textures, really good stuff. I also found it to be a very bold move from the devs to include HD LODs especially on skinned meshes. Not sure if there's a way to disable them to save on performance though...",5,2025-10-23 16:06:04,0
f6979a7c-e504-4692-a9e3-4f2a0d98c79a,"The game runs extremely poorly on both mobile and PC and has massive performance issues, graphical issues, and frequent crashing, even on the lowest settings. Customer support is an absolute nightmare if you have any issues. My game started having errors that wouldn't let me log in, so I reported it to customer support and did not receive any assistance to address my issue. After over a month waiting, I uninstalled on both mobile and PC and will be warning everyone away from this horrible game.",1,2025-10-23 07:06:48,6
49c630b3-3db8-42ad-9ce4-135ced715c4d,"No matter how you lower the settings, it will still affect your gameplay, unlike other open world games that are playable even though you apply your graphics or settings to mid. This game is unplayable on mobile. This game needs better optimization. I love the gameplay, but it's worse on the phone. As someone who has to work, we don't have that much time to open their computer just to play. This is not something you can fix by lowering your graphics and doing repairs. Optimization is key.",1,2025-10-22 23:36:54,1
2dfff640-f18f-41d1-9313-1557a75eb3a4,"it's one of the best games I ever played!! the problem is the people who aren't satisfied with anything, nothing else.",5,2025-10-22 14:55:57,0
f97cbc4e-a636-4742-856a-912d832632f3,"I just downloaded the game from Google Play store,and opened the game..My problem is,the downloading resources takes soo long.Literally!I've spend hours and hours nearly a whole day to let it open already.And when I successfully opened it,it's so damn laggy.I hope devs fix this issue soon.Im playing on phone so,I don't have much high quality gaming experience as PC gamers..Visuals are stunning on the bright side..",3,2025-10-22 13:23:03,0
5afd33f4-e6af-46b2-838a-6571215d1200,even i miss some updates but i still want to play this game because for me is perfect. I love Infinity Nikki and i'm giving this 5 star.,5,2025-10-22 05:23:00,0
af42ec60-65d4-44f6-bb82-3d820f880b8a,"unplayable most of the time, predatory micro transactions, treats players like beta testers",1,2025-10-22 01:08:40,2
a6f75b80-98f4-4859-a942-769cd631cfa9,it's a good game to play but it takes time to download the game,4,2025-10-21 18:59:59,0
35dd66dd-b54d-4d2f-85bd-c2de1b0b48a2,doesn't work on pixel 10 pro xl,1,2025-10-21 18:39:41,2
c2a89fc5-b32c-4e26-9ae7-6685086dc67d,I hate this game I didn't get to play it!!!🤬,1,2025-10-21 13:19:00,1
c77145f2-0532-4b34-befd-3c60dd524fb6,it was so laggy and bad 😔,1,2025-10-21 04:37:53,0
83d48d47-d0d1-4c1c-a1ba-819ac5adc61b,"optimisation sucks lately tbh, i had to completely give up after 1.7 bcz it took 15 mins to boot up.... and if youre on pc it runs in bg constantly",2,2025-10-21 04:33:42,6
e328c5ee-06d1-4872-b427-3671350a06fe,"I just resumed playing this game, and I think I’m going to drop it again. You’ve made some of the challenges so difficult that they’re almost impossible to complete. And even the ones that are doable take so much time that they just end up boring me. I understand you want players to keep playing and spending more time (and money) on the game, but honestly, it’s not working. The game is just getting more boring and tiresome.",1,2025-10-20 21:11:44,1
7727e2c4-ef5e-4bb6-93ef-a63128000091,"l love it, but now I'm having so much issues opening the game. It is a waste of time to repeatedly opening the game due to this annoying error popping up on my screen. please improve",2,2025-10-20 18:15:12,1
decac179-6601-41a7-a2bf-b344e3b13cdc,Can't even open the game on Pixel 7 with a Tensor G2 running Android 16 right now.,4,2025-10-20 12:53:04,0
5f336a1a-aab1-420f-b523-3cb8b2238bd8,Is amazinv great,5,2025-10-20 07:57:13,0
e0263df2-6af8-4cc0-9ce6-5aee8f9dce6c,good game great gameplay but lags a bit but not anymore,5,2025-10-20 02:19:28,0
a520d2f6-421b-45ae-b61b-9dfc7720142c,"Before 1.5:Hands down, it's the best game I've ever played. Love it! The world is charming and whimsical. Nikki and Momo are great characters, the are so sweet and cute, and in such a way that it doesn't make you sick of it, and it's rare to get such a positive protagonist that won't annoy you. The game itself and the outfits are gorgeous. The plot is really nice, too! And it's really appreciated that the game has no sexualization at all. It is such a breath of fresh air!",5,2025-10-19 20:56:09,10
c5c2258c-c9a8-41e1-9bb4-a797413c85df,"I'm experiencing an issue while updating Infinity Nikki. When I launch the game, it shows the message ""An unknown error occurred while updating. Please try again."" The update stops at 0% on the ""Retrieving version details"" screen. So i tried to uninstall it and reinstall unfortunately the problem still exists [My game version: 1.9.1], [My device: s22 ultra], [Android OS:16]",1,2025-10-19 19:02:16,1
70d54715-3b32-4638-8f99-47a306f7d95e,Kecewa gbsa lancar main ini berat banget. Masih lancaran main w*wa hp ku chipset helio g100 blm cukup kayaknya harus yang di atasnya biar lancar,2,2025-10-19 06:14:57,0
23d54d82-0117-41c7-a5e6-d76359b821c4,"as a player of other nikki games i absolutely adore this one!! it's not very feasible as a mobile game anymore after all of the updates because of the sheer amount of storage it takes up though. would love to see more optimization for the mobile version because the story, outfits, and world are so beautifully made",4,2025-10-19 04:23:10,0
2bef546f-90ba-4be8-8b87-e156abe1287b,"Right now I can't even open the game. which is weird considering I upgraded phones so it should not only run easier, but also, open.",1,2025-10-19 00:41:42,1
a091d2c7-82b5-40b6-9351-d7b25de8bba9,to much like a PC game,1,2025-10-18 23:38:20,0
5a13d044-45aa-4686-ba55-67a3e587d432,Not compatible with Odin 2 Portal Pro. Can't play game.,1,2025-10-18 21:00:44,2
5f8b7336-e58a-471e-b741-21855112d170,"I've just install it. and have been playing for few days. It is addicting and very emersing but I can't control it well. She keep slidding off. I try to adjust the setting, but its not working. Help me.",1,2025-10-18 15:50:18,1
7955cc63-2b25-4c6e-9f45-50270ccee8f7,why don't l get to choose my identity 🆔,3,2025-10-17 22:48:03,0
f41efe9e-96be-49d1-9864-b0cf29265a4d,"This is a great game but as time goes by it becomes boring. Moreover there are ways to get stellarite free and I can't use it while many others can. That's not fair. While I'm saving everything, they can spend freely. I wonder why the ministration of this game do nothing about it.",3,2025-10-17 07:46:47,0
08c9dbf4-0033-4109-88ec-7efcdbe8ae56,"I dont understand what there is to complain about. Just adjust ur graphics quality, and it will work perfectly fine.",5,2025-10-17 01:16:00,0
1724032a-4ded-47a4-a186-006543ab441f,EDIT: game still has some issues but has been improving The process of reporting bugs is unnecessarily tedious. Since I remain within the app it should be able to pull all required ID like UID and server by itself. Rewards and the amount of time you are able to claim them are also rapidly dwindling along with the complexity of the storylines. recent events and quests have been nearly infantilizing. coupled with retcon of the initial story....,3,2025-10-16 02:15:26,1
ed4a4d74-e6d5-4215-a042-123b3268c659,"I didn't even get far. I get the ""Reconnecting"" logo far too often in the beginning. The scenes are movements are laggy. They tried to make a PC game fit for mobile but it really really didn't. A sad entry for such an AMAZING series!",1,2025-10-16 01:30:57,2
3db9537f-3106-4257-947f-0e2bfd6c9790,is good nothing more to say in this game,3,2025-10-15 21:38:37,0
b9d022d9-960a-4114-b247-bca3e21f6a78,"i love the gameplay its to immersive and calming and relaxing but there are obbys and fights and those are really fun but maybe make it less chanlenging but still a great game and maybe some new characters like more cahracters that are more main instead of just one time see maybe that would be nice i'd love that and 5 stars cause its so fun, relaxing,immersive and should be high rated👍thats why i ❤️ this game and maybe have like a limited time clothes that are free!",5,2025-10-15 15:16:08,1
3e1f94c0-98a8-43e0-babc-bee9bc4d0f61,meh,3,2025-10-15 04:41:57,0
c0efd722-e2b7-4824-88c5-7873d65d6121,I hate this game it should be free why do I have to put in passwords for!?😤🤬😡,1,2025-10-14 06:50:24,1
b2281f75-7d13-427a-a4b7-8e20a203e325,"Game has gotten better I think... but not many outfit options.. especially that gothic outfits are locked behind expensive evolutions... and game optimisation is not that good... Hopping 2.0 will fix this soon. But with infold being infold, I have beyond zero expectations already",1,2025-10-13 17:00:03,1
62d95d0d-c7b3-448f-a97f-25c653bb07bf,I like how the game goes and the powers are cool🙂,5,2025-10-13 03:04:05,0
707bd3d3-79dc-4dd9-abcf-e32309102e0c,"Please optimize Infinity Nikki for mobile devices. It would be wonderful to enjoy the game during free time, especially in long university lectures, without needing to carry a PC or laptop.",3,2025-10-12 21:50:04,1
c070a0fe-ae46-47e1-a1a1-baca63a56c0c,The game is really glitchly and story doesn't make any sense so I was like super lost and my phone over heat when I play and keeps logging me out . It's pretty game but it does like no care for game it's just feel like the game just want my wallet all the with these micro transactions. I like all nikki games and play them but this is just greedy even for gacha,1,2025-10-12 04:41:30,2
f2bc9929-d56d-4500-8287-0d383ee496fc,"SENSATIONAL! ignore the negative comments ""cyber attacks by competitors"" this game can heal your inner fashion guru and sense of style. QUALITY TOP NOTCH!",5,2025-10-11 17:56:51,0
332dbb64-c203-4e35-9534-f223f5a8cfb7,Alright game but the events are pretty lackluster and there isn't much to do in the game once you actually finish the main story but I mean it's decent enough,3,2025-10-11 09:24:53,0
bf2d09b7-a373-4d15-835a-be984df92144,"I have so much fun with this game! idk what the other reviews are talking about because personally, the game doesn't lag and my phone handles it wonderfully (I don't have anything special). I think this is an extremely beautiful game, I LOVE the graphics. styling your character and customizing colors is slightly confusing but I'm figuring it out! as for controls, the left directional is super close to the quests and I constantly hit it on accident but use my PS5 controller often so nbd!",5,2025-10-11 04:14:55,4
5d98983d-65d8-411a-be67-52a2cadabf63,This game is so much lag I can't control my run,3,2025-10-10 18:33:51,1
10faa8c0-0cfa-4f5f-9fcc-6c57853f2b7d,"I thought they were turning things around after the 1.5 debacle but this latest update has a ton of gameplay locked behind the most tedious and poorly done Ace Attorney knockoff I've seen in my life. I don't know how they continue to misjudge their audience so badly, but please stop shooting yourself in the foot, infold.",2,2025-10-10 14:55:11,169
359c55fd-c747-4138-92f4-32c238b4f5e7,"I used to love this game, but now it is making my phone too hot and has become very lagging. The new update I can not play either very disappointing.",1,2025-10-10 12:18:06,3
7cf58e8a-83d5-4643-b7f3-f6917d94c2e0,"Enjoying the game so far, but if you have a hard time with fomo on gachas, maybe steer clear. Edit: as of 10/10/2025 doesn't currently work on Pixel 10",4,2025-10-10 10:31:43,0
a7b558ea-edb5-4e34-924f-77bb52373433,"ga ada lore, cerita nya ga jelas ga ada depht, event membosankan, banyak bug, update tiap hari tp bug ga habis habis, udah gitu mereka tambah rythm ke game ini, yaelah kalau aku mau main rythm ngapain aku ke game ini, perasaan dulu main game love nikki ceritanya seru deh, ngapa ni game disappointing banget, udah gitu skrg masih 1.10, sekalian aja sampe 1.50, kelamaan nunggu cerita utamanya",1,2025-10-09 23:00:12,8
45dd3437-b3f6-4fcb-a75c-de58e0620c30,You're game needs optimization it Lags all the time even im in low graphics i don't know what happened after I updated the game,3,2025-10-09 22:54:20,0
